matnr	maktx	ersda	bstme	werks	lgort	lvorm	labst
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R108	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R107	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R106	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R105	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R104	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R103	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R102	R10A		0.000
MR516101018	Platinum Charm, Vintage Bleach, Size 30	20161226		R101	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		REF2	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		REF1	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R113	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R112	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R111	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R110	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R109	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R108	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R107	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R106	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R105	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R104	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R103	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R102	R10A		0.000
MR516101017	Platinum Charm, Vintage Bleach, Size 29	20161226		R101	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		REF2	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		REF1	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R113	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R112	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R111	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R110	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R109	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R108	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R107	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R106	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R105	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R104	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R103	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R102	R10A		0.000
MR516101016	Platinum Charm, Vintage Bleach, Size 28	20161226		R101	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		REF2	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		REF1	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R113	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R112	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R111	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R110	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R109	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R108	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R107	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R106	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R105	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R104	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R103	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R102	R10A		0.000
MR516101015	Platinum Charm Or, Antique Wash, Size 32	20161226		R101	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		REF2	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		REF1	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R113	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R112	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R111	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R110	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R109	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R108	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R107	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R106	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R105	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R104	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R103	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R102	R10A		0.000
MR516101014	Platinum Charm Or, Antique Wash, Size 31	20161226		R101	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		REF2	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		REF1	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R113	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R112	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R111	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R110	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R109	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R108	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R107	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R106	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R105	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R104	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R103	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R102	R10A		0.000
MR516101013	Platinum Charm Or, Antique Wash, Size 30	20161226		R101	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		REF2	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		REF1	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R113	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R112	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R111	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R110	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R109	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R108	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R107	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R106	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R105	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R104	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R103	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R102	R10A		0.000
MR516101012	Platinum Charm Or, Antique Wash, Size 29	20161226		R101	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		REF2	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		REF1	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R113	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R112	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R111	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R110	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R109	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R108	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R107	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R106	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R105	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R104	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R103	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R102	R10A		0.000
MR516101011	Platinum Charm Or, Antique Wash, Size 28	20161226		R101	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		REF2	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		REF1	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R113	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R112	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R111	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R110	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R109	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R108	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R107	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R106	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R105	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R104	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R103	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R102	R10A		0.000
MR516101010	Platinum Charm Original, White, Size 32	20161226		R101	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		REF2	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		REF1	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R113	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R112	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R111	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R110	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R109	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R108	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R107	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R106	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R105	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R104	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R103	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R102	R10A		0.000
MR516101009	Platinum Charm Original, White, Size 31	20161226		R101	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		REF2	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		REF1	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R113	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R112	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R111	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R110	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R109	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R108	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R107	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R106	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R105	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R104	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R103	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R102	R10A		0.000
MR516101008	Platinum Charm Original, White, Size 30	20161226		R101	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		REF2	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		REF1	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R113	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R112	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R111	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R110	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R109	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R108	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R107	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R106	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R105	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R104	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R103	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R102	R10A		0.000
MR516101007	Platinum Charm Original, White, Size 29	20161226		R101	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		REF2	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		REF1	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R113	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R112	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R111	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R110	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R109	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R108	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R107	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R106	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R105	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R104	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R103	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R102	R10A		0.000
MR516101006	Platinum Charm Original, White, Size 28	20161226		R101	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		REF2	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		REF1	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R113	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R112	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R111	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R110	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R109	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R108	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R107	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R106	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R105	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R104	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R103	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R102	R10A		0.000
MR516101005	Platinum Charm Original F, Blue, Size 32	20161226		R101	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		REF2	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		REF1	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R113	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R112	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R111	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R110	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R109	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R108	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R107	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R106	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R105	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R104	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R103	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R102	R10A		0.000
MR516101004	Platinum Charm Original F, Blue, Size 31	20161226		R101	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		REF2	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		REF1	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R113	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R112	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R111	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R110	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R109	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R108	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R107	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R106	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R105	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R104	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R103	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R102	R10A		0.000
MR516101003	Platinum Charm Original F, Blue, Size 30	20161226		R101	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		REF2	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		REF1	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R113	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R112	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R111	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R110	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R109	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R108	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R107	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R106	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R105	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R104	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R103	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R102	R10A		0.000
MR516101002	Platinum Charm Original F, Blue, Size 29	20161226		R101	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		REF2	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		REF1	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R113	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R112	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R111	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R110	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R109	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R108	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R107	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R106	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R105	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R104	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R103	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R102	R10A		0.000
MR516101001	Platinum Charm Original F, Blue, Size 28	20161226		R101	R10A		0.000
MR516101	Platinum Charm Original Fit Jeans-Short	20161226		REF2	R10A		0.000
MR516101	Platinum Charm Original Fit Jeans-Short	20161226		REF1	R10A		0.000
CH-1441	Pigment, yellow	20161207		1710	10Q2		0.000
CH-1442	Pigment, black	20161207		1710	10Q2		0.000
CH-1110	Label MagicBlue 10 LB	20161222		1710	10Q1		0.000
CH-1010	Acrylic resin	20161207		1710	10Q3		0.000
CH-4100	Bag, 10 LB	20161222		1710	10Q1		0.000
CH-3110	Paint, black	20161207		1710	10Q4		0.000
CH-1130	Label BlueStar 10 LB	20161222		1710	10Q1		0.000
CH-8806	Schell Tellus	20161222		1710	10Q1		0.000
CH-1120	Label BlueSky 10 LB	20161222		1710	10Q1		0.000
SG233	SEMI233,PD,KANBAN, REM	20161116		1210	121B		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1210	121C		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1210	121B		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1210	121C		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1210	121B		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1210	121E		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1210	121B		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1210	121C		0.000
SG29	SEM29,PD,QM	20161116		1210	121B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1210	121B		0.000
FG129	FIN129,MTS-DI,PD,QM	20161116		1210	121A		0.000
ML_FG_013	Truck Variant 4	20161202		L40	L40A		0.000
SP006	Spur gear IS651	20161116		1210	121B		0.000
SP005	Mechanical Seal	20161116		1210	121B		0.000
SP004	Gaskets 1mm	20161116		1210	121B		0.000
SP003	Shaft	20161116		1210	121B		0.000
SP002	Coupling	20161116		1210	121B		0.000
SP001	Bearing	20161116		1210	121B		0.000
RP001	Pallet	20151030		1210	121R		0.000
RP001	Pallet	20151030		1210	121A		0.000
SG23	Wheel	20151030		1210	121B		0.000
SG325B	SEMI325B	20151030		1210	121B		0.000
SG325A	SEMI325A	20151030		1210	121B		0.000
SG25	Brake Set	20151030		1210	121B		0.000
SG24	Pigment	20151030		1210	121B		0.000
SG22	Frame	20151030		1210	121B		0.000
SG224	SEMI224	20151030		1210	121B		0.000
SG21	Front Set	20151030		1210	121B		0.000
SG124	Handle	20151030		1210	121B		0.000
RM30	Calcium Carbonate	20151030		1210	121C		0.000
RM30	Calcium Carbonate	20151030		1210	121B		0.000
RM28	Bike Seat	20151030	ST	1210	121C		0.000
RM28	Bike Seat	20151030	ST	1210	121B		0.000
RM27	Chain Ring Set	20151030		1210	121C		0.000
RM27	Chain Ring Set	20151030		1210	121B		0.000
RM20	Crank Set	20151030		1210	121C		0.000
RM20	Crank Set	20151030		1210	121B		0.000
RM19	Mica	20151030		1210	121C		0.000
RM19	Mica	20151030		1210	121B		0.000
RM18	Seat metal tube	20151030		1210	121C		0.000
RM18	Seat metal tube	20151030		1210	121B		0.000
RM17	Down metal tube	20151030		1210	121C		0.000
RM17	Down metal tube	20151030		1210	121B		0.000
RM16	Top metal tube	20151030		1210	121C		0.000
RM16	Top metal tube	20151030		1210	121B		0.000
RM15	Filler	20151030		1210	121C		0.000
RM15	Filler	20151030		1210	121B		0.000
RM14	Rim with Spokes	20151030		1210	121C		0.000
RM14	Rim with Spokes	20151030		1210	121B		0.000
RM13	Tyre & Tube	20151030		1210	121C		0.000
RM13	Tyre & Tube	20151030		1210	121B		0.000
RM12	Shock Absorber	20151030		1210	121C		0.000
RM12	Shock Absorber	20151030		1210	121B		0.000
RM128	Chain	20151030		1210	121C		0.000
RM128	Chain	20151030		1210	121B		0.000
RM124	Head Tube	20151030		1210	121C		0.000
RM124	Head Tube	20151030		1210	121B		0.000
RM122	Seat	20151030		1210	121C		0.000
RM122	Seat	20151030		1210	121B		0.000
RM120	Pedal Set	20151030		1210	121C		0.000
RM120	Pedal Set	20151030		1210	121B		0.000
RM09	Talc	20151030		1210	121C		0.000
RM09	Talc	20151030		1210	121B		0.000
FG29	Bike Paint	20151030		1210	121R		0.000
FG29	Bike Paint	20151030		1210	121B		0.000
FG29	Bike Paint	20151030		1210	121A		0.000
FG226	Cross Racer 3.0	20151030		1210	121B		0.000
FG226	Cross Racer 3.0	20151030		1210	121A		0.000
FG126	Extreme 50	20151030		1210	121R		0.000
FG126	Extreme 50	20151030		1210	121B		0.000
TG0012	Urban New York	20151029		1210	121B		0.000
TG0012	Urban New York	20151029		1210	121A		0.000
TG0011	CityFit20	20151029		1210	121B		0.000
TG0011	CityFit20	20151029		1210	121A		0.000
TG22	Bike Mirrors	20151029		1210	121R		0.000
TG22	Bike Mirrors	20151029		1210	121A		0.000
TG21	LED Headlight	20151029		1210	121R		0.000
TG21	LED Headlight	20151029		1210	121A		0.000
TG20	Indicator	20151029		1210	121R		0.000
TG20	Indicator	20151029		1210	121A		0.000
TG14	Bottle Cages	20151029		1210	121A		0.000
TG13	Horns	20151029		1210	121A		0.000
TG12	Locks	20151029		1210	121R		0.000
TG12	Locks	20151029		1210	121A		0.000
TG11	Helmet	20151029		1210	121R		0.000
TG11	Helmet	20151029		1210	121A		0.000
TG10	Bike Tools	20151029		1210	121A		0.000
TKW_1007	Brake Rotor, Green Casting	20161214		1310	131A		0.000
TKW_1003	Brake Rotor (Machined)	20161121		1710	TKW1		0.000
TKW_1007	Brake Rotor, Green Casting	20161214		1710	TKW1		0.000
SG233	SEMI233,PD,KANBAN, REM	20161116		1310	131B		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1310	131C		0.000
RM234	RAW234,VB,Repetitive Manuf.	20161116		1310	131B		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1310	131C		0.000
RM233-4	RAW233-4,ND,KANBAN,sched. agreements	20161116		1310	131B		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1310	131E		0.000
RM233-2	RAW233-2,ND,KANBAN,sched. agreements	20161116		1310	131B		0.000
RM233-1	RAW233-1, PD, KANBAN Stock Transfer	20161116		1310	131C		0.000
